1,-5620.04876628862,163.824
2,-5523.1804658733245,173.11
3,-5563.32545001065,173.889
4,-5611.122076710863,175.3
5,-5759.980929456719,173.713
6,-5508.994560663985,262.922
7,-5637.017812901787,229.166
8,-5497.805883391637,176.438
9,-5491.94140044075,172.153
10,-5507.337905094393,172.533
11,-5593.053806323434,261.521
12,-5413.935715802392,220.762
13,-5403.264460276114,178.434
14,-5515.502128985101,181.753
15,-5536.1728922960265,179.849
16,-5414.7229200887305,242.679
17,-5536.243500289653,180.932
18,-5464.769895023988,176.384
19,-5409.357389703274,177.065
20,-5569.542994465923,176.005
