S,E,I,R,H
73761.5919,603.6174,457.2435,2369779.6516896905,278266.7319
75487.9554,564.0409,349.7027,2378919.5747392043,986.6126
78340.7733,387.739,231.968,2387079.9626896763,529.1301
79983.4675,518.7268,307.5603,2395952.994788366,692.7756
81111.9057,755.4438,446.4455,2405172.2817516397,997.9987
82039.1258,972.0853,572.7624,2414630.3747753296,1274.4217
82598.3817,1215.3546,714.3354,2424418.1231088755,1584.9775
82655.3858,1519.4236,894.3298,2434614.134732333,1983.8416
83667.6394,1018.3452,753.3816,2444988.6344879023,2140.0628
84384.7937,1184.9418,696.6712,2454910.3231837708,1650.3963
84613.4697,1416.3486,830.6655,2465078.214115371,1832.4568
84379.2498,1688.1402,991.4369,2475643.092754842,2193.229
83740.7848,2003.5306,1182.5013,2486558.6733206897,2625.7405
82698.6139,2370.9139,1408.6738,2497790.8587864116,3151.0555
80896.3427,2815.7534,1689.182,2509674.302431749,3823.3676
80508.8676,1953.5155,1475.7648,2521946.966383537,4223.006
81189.7519,1306.4033,995.9176,2533224.10017339,3120.3895
82428.0362,887.5467,674.0133,2543566.4349658154,2111.254
84072.9162,610.9282,461.0534,2553269.573074466,1434.8014
85199.3563,842.1142,501.0347,2562746.5093634753,1159.5087
86018.9386,1047.0711,620.4735,2572491.194563921,1391.355
86410.6074,1292.896,765.5071,2582622.2575028054,1713.591
87065.1409,1049.1876,770.2491,2593128.419568527,2021.3967
87145.8618,1378.1968,816.0867,2603629.8497106903,1871.2468
86750.8044,1615.2884,959.3428,2614602.197013191,2151.9068
85958.5086,1804.9341,1077.6838,2626091.27261652,2432.8676
86088.0935,1352.1074,1001.0696,2637495.895119847,2659.9263
87080.9714,1173.647,723.291,2648003.3072071276,2048.3286
87518.3302,1413.3933,841.6671,2658259.39955609,1906.8843
87327.4956,1702.3642,1016.3815,2669054.455698577,2297.7532
85596.5341,2173.0514,1308.5791,2681098.6606983137,2988.2101
83345.6488,2620.6098,1596.9349,2693688.276961811,3698.7109
80338.9915,3036.4474,1879.5453,2707069.5943557615,4439.5717
