R0,amplitude,gamma,mu,sigma,rho,psi,S_0,E_0,I_0,R_0
3.13E+01,3.88E-01,7.31E+01,6.47E-04,4.57E+01,4.60E-01,1.46E-01,3.40E-02,2.34E-04,4.22E-07,9.66E-01
