S,E,I,R,H
73763.39105,601.13815,455.7044,2369781.8708900805,278273.8462
75491.9896,561.94165,348.70105,2378918.6414400926,983.0955
78322.6599,387.70175,231.63855,2387098.4427905823,529.441
80004.28065,521.9803,309.7164,2395926.7720390074,697.5781
81122.55195,755.0255,446.12475,2405162.3745516744,997.63415
82043.29925,972.3091,572.68445,2414626.0554747805,1273.66275
82586.3672,1216.83405,715.797,2424427.1965589174,1587.26755
82617.5504,1522.2742,896.63905,2434646.8102828716,1987.8307
83609.28935,1018.274,753.3243,2445047.1130372738,2140.79315
84392.3453,1185.7743,696.71155,2454901.898733291,1651.65325
84875.2217,1408.9668,825.35005,2464829.1593647473,1817.13085
85245.74695,1652.70605,967.4149,2474836.051754844,2127.1562
85129.5576,1986.2174,1164.4643,2485205.2507207207,2562.8606
84382.08795,2386.805,1406.36715,2496093.8002865347,3110.4881
82919.66875,2845.0676,1689.3395,2507621.50468071,3772.09695
82828.05145,1986.8406,1486.5646,2519583.657632812,4198.07695
83577.1081,1353.6994,1020.4788,2530764.8866735115,3154.2709
84790.14585,939.45325,706.25155,2541120.180515946,2180.34235
86364.86185,659.5907,493.64445,2550896.3738733805,1515.5449
87286.8576,933.3527,549.26595,2560519.538313994,1253.586
87672.3701,1174.24645,690.2257,2570640.8355144067,1528.7279
87234.66295,1399.50715,824.7644,2581632.3335034573,1833.53995
87089.28155,1010.4683,740.8635,2593172.383819011,1943.96465
87263.0946,1196.4575,708.60045,2603801.842460533,1626.1317
87645.46325,1398.36625,827.5413,2614056.261813663,1848.14235
87880.863,1634.34005,967.3489,2624449.847166518,2160.25635
88502.30215,1295.31335,950.1822,2635189.3679193724,2491.4972
89488.8809,1167.04695,710.83795,2645614.4508066345,1983.8028
89661.30225,1415.9317,835.46855,2656120.0876553566,1866.2044
89219.71165,1718.13615,1016.75335,2667146.095848587,2269.026
87529.2091,2325.31635,1387.706,2678934.5938496795,3126.7169
85003.6539,2874.24535,1737.01405,2691636.557160925,3974.3672
81589.2955,3385.2499,2081.54785,2705268.485304519,4865.2619
76964.999,3832.78335,2413.6596,2720176.5471242177,5820.35605
