S,E,I,R,H
1307499.4300519836,28794.98238011926,17033.49843771187,1098090.1757231848,1404973.2257613852
1556063.550825497,24112.134495102226,9672.11109330466,1282264.728393197,76829.18419505026
1095141.4344451614,6217.689239399471,2313.718732414108,1075129.793340669,10958.729575478737
1056757.7049462441,5395.0973520650605,2027.6877704659269,1056576.3065700044,8700.455529966566
1082844.6679321888,7217.268707345368,2695.1751571953823,1081698.0158797726,11238.056188586772
1055963.315872077,9923.893014400708,3670.321295424798,1067455.0105348998,15338.211868103757
1003967.2966316044,14200.920819718458,5247.85842723137,1021561.2667077772,21880.541999037454
963055.0893529177,19653.264774878677,7232.257722823661,966414.021378261,31240.798086841867
904563.0865574823,8732.855392759611,5007.421489434488,896092.8978912019,35162.824890994416
857502.3423468659,12612.51713801684,4645.900527666384,837185.3390356589,22244.08827592385
793281.5175712346,17508.51464109215,6450.969139534515,759678.9800250792,27324.870918105826
663328.5445268024,21393.908726436246,7857.767010128099,620271.1607977853,34298.330159585435
570552.4435071107,24292.91000226062,9291.801238039405,484435.22801419126,40682.41259133938
628916.9458007676,28144.256672731197,11087.685369365992,457802.5369768479,52167.34115649775
846202.8056792846,31760.832027538527,13297.8977017251,587072.8581298841,66324.28570884553
984701.3513285236,13614.185191857152,8910.062521803573,792113.2172807055,69502.79507639435
1055483.5510867976,6383.324609527952,4200.105160418011,951962.1563035906,35632.210839332125
1072154.139801035,3469.970394429708,2286.499999877489,1029686.4820260374,17238.987425281335
1050481.8354724504,2212.429689234456,1420.0762022476351,1041912.7042206547,9831.802712975648
994481.8455088768,5422.291672823631,2134.4975644682136,1009235.6950225472,8741.390960387964
884413.513899684,10148.832416410807,3831.8990477298908,901446.278295394,16389.363728663928
800045.7455003874,15856.96049192205,5925.196899922509,768405.2170524424,26801.922878581303
817639.1368245252,9675.05528252407,5581.454033091707,732633.3281129085,35131.6183234137
929325.4202915932,14854.908650329897,5684.655783179197,794051.6443021807,27513.042523503624
993680.9683508044,19993.01194129456,7558.638150467511,865885.259623916,35020.84888084149
856308.5266101675,28650.18640321752,10609.262631109168,804223.5215234375,48785.3248481802
604165.5227076437,14474.700390897075,8188.712049799916,575767.9896074411,51600.27046052077
463567.53987877094,8263.650933906609,3380.908914423211,415655.2474863755,21754.942144544566
529699.9517915758,10813.698088264478,4222.169992177125,426379.0211266341,18198.96747836392
