S,E,I,R,H
73763.83595,601.82735,456.67805,2369779.7631400805,278270.7096
75491.5239,562.7837,349.03915,2378917.9269900923,984.8539
78449.12895,385.34895,230.10735,2386975.857740582,525.54515
79995.6131,518.2969,307.68995,2395941.149439007,693.4085
81091.53915,752.6788,444.86695,2405196.9918516744,994.8607
82017.5421,970.5153,571.63695,2414654.6539247804,1272.0037
82579.6776,1215.1398,714.68515,2424436.6922589177,1585.1985
82628.2453,1521.2795,895.42725,2434638.3218828714,1986.2828
83664.51035,1017.4374,753.166,2444992.8869372737,2139.00825
84464.16195,1185.58805,696.3907,2454830.589183291,1650.02235
84826.4273,1415.23785,828.38575,2464868.6470147474,1825.9177
84809.76085,1684.991,988.0935,2475219.074304844,2176.4079
84355.5125,2026.738,1192.28185,2485910.9576707208,2637.2949
83253.60755,2449.43175,1450.27845,2497115.7426365344,3230.07975
81132.83935,2955.30465,1769.70315,2509217.733380709,3994.024
80395.5228,2063.2196,1559.65545,2521866.7164328103,4462.67675
80831.10655,1379.2794,1052.3132,2533453.4738235115,3302.1297
81900.55845,931.8282,709.4495,2544014.195015946,2225.0915
83399.8964,634.5138,480.8998,2553899.160873378,1500.6236
84385.74785,860.3159,513.3512,2563529.599613995,1195.64745
85088.6346,1045.07885,621.835,2573422.129314407,1403.23215
85445.58045,1254.53655,746.23065,2583644.9203534587,1680.4351
86166.37585,987.81035,727.75165,2594131.059319011,1920.72075
86573.8364,1232.06115,732.365,2604431.7324605333,1687.4141
86975.96365,1385.0933,822.19625,2614744.379413663,1845.1422
87165.5486,1583.6966,940.31215,2625242.841766518,2110.05805
87652.8221,1244.54735,915.44205,2636124.3541193716,2412.5438
88641.5209,1106.8386,677.23845,2646555.6186566344,1900.01045
89016.53125,1344.9691,795.60625,2656875.683555356,1785.34475
88759.1501,1646.2101,976.17425,2667719.1625485867,2186.4464
87131.0061,2210.7996,1322.1323,2679512.88729968,2988.78285
84764.26235,2737.48485,1656.6804,2692093.0428609247,3798.7719
81527.321,3234.0226,1989.09905,2705574.135904519,4657.7167
77023.1853,3687.53875,2321.68865,2720355.5763742174,5599.6346
74807.6173,2469.7588,1958.25435,2735194.8715489004,5850.57595
73571.2427,2278.1666,1481.71335,2748133.58225277,4170.8112
72159.67225,2268.83965,1475.92595,2760544.6098489375,3751.67265
70863.0612,2196.692,1441.0087,2772932.6285948292,3703.2188
69798.632,2043.00015,1350.9314,2785142.1041844725,3508.298
69057.8615,1842.18985,1225.50045,2797107.713642034,3213.16165
68733.35795,1625.962,1085.68205,2808596.812180682,2862.6277
69528.12555,968.6912,792.65805,2819537.6170373457,2444.47625
71138.75965,522.3817,434.49125,2829429.306509666,1513.49455
73022.20325,289.0185,238.50295,2838619.5970544275,828.18135
75048.94005,160.6229,131.3514,2847397.5802408676,452.21625
77042.7037,154.02755,99.63155,2855918.0444652475,267.75525
79017.28285,149.73975,95.715,2864374.19510648,239.67975
80971.5401,136.71045,86.7544,2872721.795497374,214.4543
82997.29445,104.0898,79.1279,2880994.1933723423,212.89415
85001.8504,104.9661,65.59505,2889058.541820948,166.8906
86985.3051,105.58965,65.2842,2897131.022269487,156.0091
88995.60615,132.2947,81.16265,2904902.2546131113,191.98155
90975.5277,105.8872,78.2476,2912756.708608982,202.886
93062.0655,102.138,64.8908,2920286.5024277056,192.0813
