S,E,I,R,H
1300157.8632248049,28961.999318965994,17179.70196703586,1089677.9432819413,1400366.592936802
1554277.7241211426,24223.818424961337,9722.188173846216,1277898.3951641591,77750.17939354718
1139735.3158931618,6217.963084464232,2331.845834281714,1112949.9647726808,11080.409928473966
1038230.4649722097,5155.387577128852,1958.2425711285575,1031326.9497353917,8445.7435543377
1037980.6418904569,6901.069563475664,2597.0790437021797,1035952.5036251161,10983.285965258368
1007902.1915120139,9544.349756585378,3526.1293433446667,1014909.1156715628,14725.365519865934
948939.0590721155,13427.533591789552,4973.034826741297,959482.5968295918,21072.165748384952
921692.4807351981,18804.034472401072,6940.450968458398,918205.4586823719,29841.478933586597
912981.2104977178,8798.585076363823,5072.219034389305,891454.3465193125,36071.931215998375
903858.457792406,13229.251346528075,4953.149139534518,856713.6838152839,24063.089950394937
877284.3396464186,19089.899231751555,7123.063792939583,741149.1483033908,31765.59716553593
739821.5357157893,19861.583621758626,7598.208792437168,543425.7239663526,34362.25955025518
603143.8802464036,18651.9840863142,7471.259148154949,396883.76357287244,33285.01935527771
641480.0105579271,20562.1018372694,8489.406331254011,400615.8297355838,39323.76370116256
874769.8254782069,23835.647493472192,10508.047988696922,560200.3695375548,52334.377043549495
1026373.1091253612,10088.712552417612,6940.078907322885,792095.080228693,54720.916079043935
1107730.389653735,4518.778378108897,3225.5923250137553,976068.9006566142,25925.135847889855
1144100.2001954068,2554.631056330312,1761.2992830041535,1080739.5015573865,11871.306020460976
1164860.7836382918,1668.2806076203663,1130.5739273938693,1141466.739253441,6803.98078939947
1182977.2657605242,4163.960305812799,1686.5486423696143,1186723.7798672302,6301.227465683293
1210691.388560822,8426.456131204099,3243.5074838141754,1250702.117597082,12946.063904792663
1216721.3759628418,17523.40888914199,6470.887008790388,1305090.0815515774,28143.699794179596
1197254.2939002935,17038.83304065206,9418.018503485202,1298322.7764008122,60043.71304584999
914478.072224412,39384.51661939098,14241.749629578942,975493.3374358348,72040.88280133053
528170.9156808602,31646.14114203489,11789.030544704736,432651.1308588222,56700.873841249784
364725.89812130283,18872.57291839598,7324.932051000097,211366.26668933345,34887.92867762403
615342.6591201172,14324.716761078183,8365.545058362864,356326.35485413147,56629.15477717673
593278.8349252262,9928.150180386498,4130.75102554879,389790.30852786085,30337.163628891387
284295.8914342118,8483.958866383338,3363.8729468873435,169995.93333662645,14139.417029228938
366550.3069930989,11423.952444732267,4552.822716233308,218732.5994274061,19531.472799117528
1105328.6626695795,18311.803163348228,7698.9920503624435,789723.1318120998,38643.37195655807
1314341.546199244,19774.718844719788,8812.096604580243,1001747.7089292888,44770.86159437714
1250402.6116583317,18553.066420618594,8676.427049792264,1030064.337586079,44488.99850223498
815520.2838461334,17267.642013100573,8036.392091282022,747264.0100244923,37715.69168377432
652680.6972276504,8134.95066353067,5674.650308675419,636769.1482226857,36973.672436059285
613352.3591569574,8588.947252552663,4182.730773476163,619019.591211338,21214.67465033003
582533.2026848926,10825.72797179605,5021.987008590399,600286.1120130396,23498.02924450222
553853.4867001134,12363.663843502141,5676.580051440098,570781.814476711,28238.69127660375
527845.1667693362,12833.358490164552,6072.172912955646,525620.0453917814,32462.930316713377
