"R0","amplitude","gamma","mu","sigma","rho","psi","S_0","E_0","R_0","I_0","LogLik"
127.339159953136,0.319850823433401,73.05,0.43665673213077,45.66,0.633194380520792,0.832826923596262,0.09453125,4.921875E-05,0.83671875,6.171875E-05,-4311.147351
165.12101919597,0.417995088402937,73.05,0.935914527849133,45.66,0.788659759523857,0.886034994994161,0.00078125,3.046875E-05,0.33046875,5.546875E-05,-4320.219214
99.7533477045064,0.243910447943045,73.05,0.042803331303241,45.66,0.479653358995998,0.900736485331697,0.05234375,1.328125E-05,0.62578125,9.765625E-05,-4329.621363
99.0466678543337,0.2457536728667,73.05,0.027289980168225,45.66,0.497675690094479,0.864343430175578,0.06328125,4.296875E-05,0.21796875,4.296875E-05,-4330.36307
120.748417932622,0.31587352176605,73.05,0.32417781229024,45.66,0.715235985778371,0.665161242866797,0.09921875,7.890625E-05,0.65390625,4.453125E-05,-4334.526545
42.4921387312757,0.430264455717136,73.05,0.259654717062098,45.66,0.926645520889126,0.896098521137253,0.00546875,9.765625E-05,0.03515625,3.828125E-05,-4335.489214
42.6473871224309,0.429281546332882,73.05,0.264830909673264,45.66,0.709013772083373,1.36869942132728,0.061328125,8.5546875E-05,0.622265625,6.9921875E-05,-4346.771767
165.164669260907,0.391958080235484,73.05,0.947421849760553,45.66,0.472079217970616,1.43381389429978,0.03203125,3.671875E-05,0.49921875,4.921875E-05,-4367.544068
41.0075228182753,0.477020780380814,73.05,0.153892669441238,45.66,0.513199052917263,1.37163285096423,0.07890625,8.359375E-05,0.58359375,8.359375E-05,-4383.373532
33.8222220109122,0.3986459593839,73.05,0.182367489076026,45.66,0.999896986007254,1.02911049481795,0.05703125,6.171875E-05,0.27421875,2.421875E-05,-4435.363937
28.9249993832914,0.305067381527322,73.05,0.006065494316117,45.66,0.533221122369724,1.05633326392075,0.02265625,8.984375E-05,0.07734375,7.734375E-05,-4437.937765
57.5218306062607,0.551758459357024,73.05,0.557705623002425,45.66,0.690536992878015,3.04823238004797,0.02734375,8.828125E-05,0.40078125,7.265625E-05,-4533.753506
47.5818061403962,0.079582448498986,73.05,0.034251731592111,45.66,0.475667322083572,1.28592342941255,0.03984375,2.578125E-05,0.51328125,8.515625E-05,-4648.381622
719.632628432463,0.108281928899884,73.05,0.571020937427385,45.66,0.480911046819191,1.27732451145628,0.04609375,7.03125E-06,0.00703125,9.140625E-05,-4657.04574
