"R0","amplitude","gamma","mu","sigma","rho","psi","S_0","E_0","R_0","I_0"
28.4224958259364,0.348136991018912,73.05,7.83E-08,45.66,0.398937091767857,1.13032263486294,0.017724609375,5.97E-05,0.498779296875,5.03E-06
